"gene","seqid","type"
"ENSMUSG00000040813","9","gene"
"ENSMUSG00000040818","14","gene"
"ENSMUSG00000040820","16","gene"
"ENSMUSG00000040822","14","gene"
"ENSMUSG00000040824","7","gene"
"ENSMUSG00000040828","17","gene"
"ENSMUSG00000040829","11","gene"
"ENSMUSG00000040836","1","gene"
"ENSMUSG00000040838","11","gene"
"ENSMUSG00000040840","14","ncRNA_gene"
"ENSMUSG00000040841","7","gene"
"ENSMUSG00000040842","4","gene"
"ENSMUSG00000040843","1","gene"
"ENSMUSG00000040848","1","gene"
"ENSMUSG00000040850","11","gene"
"ENSMUSG00000040852","17","gene"
"ENSMUSG00000040855","X","gene"
"ENSMUSG00000040856","12","gene"
"ENSMUSG00000040857","7","gene"
"ENSMUSG00000040859","4","gene"
"ENSMUSG00000040860","4","gene"
"ENSMUSG00000040865","1","gene"
"ENSMUSG00000040866","7","gene"
"ENSMUSG00000040867","12","gene"
"ENSMUSG00000040875","9","gene"
"ENSMUSG00000040877","12","gene"
"ENSMUSG00000040883","9","gene"
"ENSMUSG00000040888","17","gene"
"ENSMUSG00000040891","7","gene"
"ENSMUSG00000040896","3","gene"
"ENSMUSG00000040899","17","gene"
"ENSMUSG00000040901","19","gene"
"ENSMUSG00000040904","11","gene"
"ENSMUSG00000040907","7","gene"
"ENSMUSG00000040913","19","gene"
"ENSMUSG00000040918","1","gene"
"ENSMUSG00000040919","11","gene"
"ENSMUSG00000040928","4","gene"
"ENSMUSG00000040929","19","gene"
"ENSMUSG00000040935","4","gene"
"ENSMUSG00000040936","9","gene"
"ENSMUSG00000040938","11","gene"
"ENSMUSG00000040940","7","gene"
"ENSMUSG00000040943","3","gene"
"ENSMUSG00000040945","4","gene"
"ENSMUSG00000040950","11","gene"
"ENSMUSG00000040952","7","gene"
"ENSMUSG00000040957","18","gene"
"ENSMUSG00000040963","11","gene"
"ENSMUSG00000040964","4","gene"
"ENSMUSG00000040966","17","gene"
"ENSMUSG00000040969","3","gene"
"ENSMUSG00000040972","4","gene"
"ENSMUSG00000040978","11","gene"
"ENSMUSG00000040985","11","gene"
"ENSMUSG00000040987","7","gene"
"ENSMUSG00000040990","X","gene"
"ENSMUSG00000040997","14","gene"
"ENSMUSG00000040998","3","gene"
"ENSMUSG00000041000","4","gene"
"ENSMUSG00000041009","9","gene"
"ENSMUSG00000041012","9","gene"
"ENSMUSG00000041014","14","gene"
"ENSMUSG00000041020","X","gene"
"ENSMUSG00000041025","4","gene"
"ENSMUSG00000041028","14","gene"
"ENSMUSG00000041035","19","gene"
"ENSMUSG00000041037","7","gene"
"ENSMUSG00000041040","1","gene"
"ENSMUSG00000041044","14","gene"
"ENSMUSG00000041046","11","gene"
"ENSMUSG00000041052","4","gene"
"ENSMUSG00000041057","17","gene"
"ENSMUSG00000041058","4","gene"
"ENSMUSG00000041062","17","gene"
"ENSMUSG00000041064","9","gene"
"ENSMUSG00000041068","14","gene"
"ENSMUSG00000041073","11","gene"
"ENSMUSG00000041075","1","gene"
"ENSMUSG00000041078","14","gene"
"ENSMUSG00000041079","16","gene"
"ENSMUSG00000041084","3","gene"
"ENSMUSG00000041096","X","gene"
"ENSMUSG00000041112","13","gene"
"ENSMUSG00000041115","X","gene"
"ENSMUSG00000041117","7","gene"
"ENSMUSG00000041119","17","gene"
"ENSMUSG00000041120","4","gene"
"ENSMUSG00000041124","9","gene"
"ENSMUSG00000041126","11","gene"
"ENSMUSG00000041130","17","gene"
"ENSMUSG00000041132","5","gene"
"ENSMUSG00000041133","X","gene"
"ENSMUSG00000041134","16","gene"
"ENSMUSG00000041135","4","gene"
"ENSMUSG00000041138","13","gene"
"ENSMUSG00000041141","7","gene"
"ENSMUSG00000041143","4","gene"
"ENSMUSG00000041144","1","gene"
"ENSMUSG00000041147","5","gene"
"ENSMUSG00000041153","4","gene"
"ENSMUSG00000041161","4","gene"
"ENSMUSG00000041164","11","gene"
"ENSMUSG00000041165","11","gene"
"ENSMUSG00000041168","17","gene"
"ENSMUSG00000041180","19","gene"
"ENSMUSG00000041187","7","gene"
"ENSMUSG00000041189","11","gene"
"ENSMUSG00000041193","4","gene"
"ENSMUSG00000041199","17","gene"
"ENSMUSG00000041202","4","gene"
"ENSMUSG00000041203","8","gene"
"ENSMUSG00000041205","16","gene"
"ENSMUSG00000041215","16","gene"
"ENSMUSG00000041216","4","gene"
"ENSMUSG00000041219","2","gene"
"ENSMUSG00000041220","3","gene"
"ENSMUSG00000041225","18","gene"
"ENSMUSG00000041229","X","gene"
"ENSMUSG00000041231","11","gene"
"ENSMUSG00000041235","4","gene"
"ENSMUSG00000041236","13","gene"
"ENSMUSG00000041237","3","gene"
"ENSMUSG00000041238","18","gene"
"ENSMUSG00000041241","4","gene"
"ENSMUSG00000041245","X","gene"
"ENSMUSG00000041247","16","gene"
"ENSMUSG00000041248","9","gene"
"ENSMUSG00000041255","2","gene"
"ENSMUSG00000041258","18","gene"
"ENSMUSG00000041261","4","gene"
"ENSMUSG00000041263","3","gene"
"ENSMUSG00000041264","5","gene"
"ENSMUSG00000041268","9","gene"
"ENSMUSG00000041272","4","gene"
"ENSMUSG00000041278","11","gene"
"ENSMUSG00000041287","11","gene"
"ENSMUSG00000041293","17","gene"
"ENSMUSG00000041297","13","gene"
"ENSMUSG00000041298","5","gene"
"ENSMUSG00000041301","6","gene"
"ENSMUSG00000041303","1","gene"
"ENSMUSG00000041308","8","gene"
"ENSMUSG00000041309","7","gene"
"ENSMUSG00000041313","5","gene"
"ENSMUSG00000041319","17","gene"
"ENSMUSG00000041323","12","gene"
"ENSMUSG00000041324","13","gene"
"ENSMUSG00000041328","7","gene"
"ENSMUSG00000041329","11","gene"
"ENSMUSG00000041333","4","gene"
"ENSMUSG00000041341","12","gene"
"ENSMUSG00000041343","7","gene"
"ENSMUSG00000041346","11","gene"
"ENSMUSG00000041347","12","gene"
"ENSMUSG00000041351","4","gene"
"ENSMUSG00000041353","X","gene"
"ENSMUSG00000041354","17","gene"
"ENSMUSG00000041355","3","gene"
"ENSMUSG00000041358","2","gene"
"ENSMUSG00000041359","12","gene"
"ENSMUSG00000041360","19","gene"
"ENSMUSG00000041361","9","gene"
"ENSMUSG00000041362","19","gene"
"ENSMUSG00000041372","6","gene"
"ENSMUSG00000041375","7","gene"
"ENSMUSG00000041377","6","gene"
"ENSMUSG00000041378","16","gene"
"ENSMUSG00000041380","X","gene"
"ENSMUSG00000041390","6","gene"
"ENSMUSG00000041396","1","gene"
"ENSMUSG00000041399","4","gene"
"ENSMUSG00000041406","1","gene"
"ENSMUSG00000041408","14","gene"
"ENSMUSG00000041415","12","gene"
"ENSMUSG00000041417","13","gene"
"ENSMUSG00000041420","7","gene"
"ENSMUSG00000041423","3","gene"
"ENSMUSG00000041426","1","gene"
"ENSMUSG00000041429","17","gene"
"ENSMUSG00000041431","13","gene"
"ENSMUSG00000041438","8","gene"
"ENSMUSG00000041439","1","gene"
"ENSMUSG00000041440","9","gene"
"ENSMUSG00000041444","9","gene"
"ENSMUSG00000041445","14","gene"
"ENSMUSG00000041449","12","pseudogene"
"ENSMUSG00000041453","5","gene"
"ENSMUSG00000041459","4","gene"
"ENSMUSG00000041460","6","gene"
"ENSMUSG00000041468","5","gene"
"ENSMUSG00000041471","14","gene"
"ENSMUSG00000041476","X","gene"
"ENSMUSG00000041477","6","gene"
"ENSMUSG00000041479","14","gene"
"ENSMUSG00000041481","12","gene"
"ENSMUSG00000041482","18","gene"
"ENSMUSG00000041483","1","gene"
"ENSMUSG00000041488","19","gene"
"ENSMUSG00000041491","19","gene"
"ENSMUSG00000041498","1","gene"
"ENSMUSG00000041505","5","gene"
"ENSMUSG00000041506","9","gene"
"ENSMUSG00000041512","5","gene"
"ENSMUSG00000041515","8","gene"
"ENSMUSG00000041523","9","gene"
"ENSMUSG00000041528","9","gene"
"ENSMUSG00000041530","4","gene"
"ENSMUSG00000041534","14","gene"
"ENSMUSG00000041536","12","gene"
"ENSMUSG00000041538","17","gene"
"ENSMUSG00000041540","6","gene"
"ENSMUSG00000041544","4","gene"
"ENSMUSG00000041548","5","gene"
"ENSMUSG00000041550","12","gene"
"ENSMUSG00000041552","X","gene"
"ENSMUSG00000041556","4","gene"
"ENSMUSG00000041559","1","gene"
"ENSMUSG00000041560","7","gene"
"ENSMUSG00000041565","17","gene"
"ENSMUSG00000041566","16","gene"
"ENSMUSG00000041567","12","gene"
"ENSMUSG00000041570","1","gene"
"ENSMUSG00000041571","7","gene"
"ENSMUSG00000041577","1","gene"
"ENSMUSG00000041578","7","gene"
"ENSMUSG00000041583","7","gene"
"ENSMUSG00000041592","11","gene"
"ENSMUSG00000041594","14","gene"
"ENSMUSG00000041596","7","pseudogene"
"ENSMUSG00000041598","11","gene"
"ENSMUSG00000041605","1","gene"
"ENSMUSG00000041607","18","gene"
"ENSMUSG00000041608","9","gene"
"ENSMUSG00000041609","5","gene"
"ENSMUSG00000041616","4","gene"
"ENSMUSG00000041617","16","gene"
"ENSMUSG00000041620","9","gene"
"ENSMUSG00000041623","11","gene"
"ENSMUSG00000041624","9","gene"
"ENSMUSG00000041625","14","gene"
"ENSMUSG00000041629","11","gene"
"ENSMUSG00000041632","13","gene"
"ENSMUSG00000041633","X","gene"
"ENSMUSG00000041638","5","gene"
"ENSMUSG00000041642","1","gene"
"ENSMUSG00000041644","2","gene"
"ENSMUSG00000041645","12","gene"
"ENSMUSG00000041649","X","gene"
"ENSMUSG00000041650","14","gene"
"ENSMUSG00000041653","15","gene"
"ENSMUSG00000041654","11","gene"
"ENSMUSG00000041658","X","gene"
"ENSMUSG00000041660","2","gene"
"ENSMUSG00000041669","12","gene"
"ENSMUSG00000041670","1","gene"
"ENSMUSG00000041671","6","gene"
"ENSMUSG00000041673","14","gene"
"ENSMUSG00000041674","11","ncRNA_gene"
"ENSMUSG00000041679","8","gene"
"ENSMUSG00000041681","6","gene"
"ENSMUSG00000041684","1","gene"
"ENSMUSG00000041685","13","gene"
"ENSMUSG00000041688","X","gene"
"ENSMUSG00000041695","11","gene"
"ENSMUSG00000041696","9","gene"
"ENSMUSG00000041697","5","gene"
"ENSMUSG00000041698","6","gene"
"ENSMUSG00000041700","X","gene"
"ENSMUSG00000041702","12","gene"
"ENSMUSG00000041703","14","gene"
"ENSMUSG00000041707","14","gene"
"ENSMUSG00000041708","15","gene"
"ENSMUSG00000041710","X","gene"
"ENSMUSG00000041712","12","gene"
"ENSMUSG00000041716","12","gene"
"ENSMUSG00000041718","X","gene"
"ENSMUSG00000041720","16","gene"
"ENSMUSG00000041722","1","gene"
"ENSMUSG00000041729","9","gene"
"ENSMUSG00000041730","14","gene"
"ENSMUSG00000041731","19","gene"
"ENSMUSG00000041733","5","gene"
"ENSMUSG00000041734","3","gene"
"ENSMUSG00000041735","4","gene"
"ENSMUSG00000041736","15","gene"
"ENSMUSG00000041737","9","gene"
"ENSMUSG00000041740","5","gene"
"ENSMUSG00000041741","6","gene"
"ENSMUSG00000041747","13","gene"
"ENSMUSG00000041750","3","gene"
"ENSMUSG00000041754","17","gene"
"ENSMUSG00000041757","1","gene"
"ENSMUSG00000041762","2","gene"
"ENSMUSG00000041763","1","gene"
"ENSMUSG00000041765","14","gene"
"ENSMUSG00000041769","7","gene"
"ENSMUSG00000041771","12","gene"
"ENSMUSG00000041773","13","gene"
"ENSMUSG00000041774","16","gene"
"ENSMUSG00000041775","7","gene"
"ENSMUSG00000041777","2","gene"
"ENSMUSG00000041779","1","gene"
"ENSMUSG00000041781","12","gene"
"ENSMUSG00000041782","1","gene"
"ENSMUSG00000041789","18","ncRNA_gene"
"ENSMUSG00000041791","6","gene"
"ENSMUSG00000041794","9","gene"
"ENSMUSG00000041797","11","gene"
"ENSMUSG00000041798","11","gene"
"ENSMUSG00000041801","1","gene"
"ENSMUSG00000041805","4","gene"
"ENSMUSG00000041809","1","gene"
"ENSMUSG00000041815","15","gene"
"ENSMUSG00000041817","13","gene"
"ENSMUSG00000041827","5","gene"
"ENSMUSG00000041828","11","gene"
"ENSMUSG00000041831","17","gene"
"ENSMUSG00000041836","7","gene"
"ENSMUSG00000041837","9","gene"
"ENSMUSG00000041840","18","gene"
"ENSMUSG00000041841","15","gene"
"ENSMUSG00000041842","3","gene"
"ENSMUSG00000041845","19","gene"
"ENSMUSG00000041846","12","gene"
"ENSMUSG00000041849","15","gene"
"ENSMUSG00000041852","15","gene"
"ENSMUSG00000041857","19","gene"
"ENSMUSG00000041859","1","gene"
"ENSMUSG00000041870","5","gene"
"ENSMUSG00000041872","1","gene"
"ENSMUSG00000041878","1","ncRNA_gene"
"ENSMUSG00000041879","1","gene"
"ENSMUSG00000041881","17","gene"
"ENSMUSG00000041885","7","gene"
"ENSMUSG00000041886","12","gene"
"ENSMUSG00000041889","1","gene"
"ENSMUSG00000041890","5","gene"
"ENSMUSG00000041891","18","gene"
"ENSMUSG00000041895","11","gene"
"ENSMUSG00000041907","1","gene"
"ENSMUSG00000041911","2","gene"
"ENSMUSG00000041912","3","gene"
"ENSMUSG00000041915","18","gene"
"ENSMUSG00000041920","11","gene"
"ENSMUSG00000041921","2","gene"
"ENSMUSG00000041923","18","gene"
"ENSMUSG00000041926","1","gene"
"ENSMUSG00000041930","5","gene"
"ENSMUSG00000041935","15","gene"
"ENSMUSG00000041936","4","gene"
"ENSMUSG00000041939","5","gene"
"ENSMUSG00000041945","1","gene"
"ENSMUSG00000041949","8","gene"
"ENSMUSG00000041954","4","gene"
"ENSMUSG00000041957","16","gene"
"ENSMUSG00000041958","11","gene"
"ENSMUSG00000041959","3","gene"
"ENSMUSG00000041961","11","gene"
"ENSMUSG00000041966","2","gene"
"ENSMUSG00000041974","16","gene"
"ENSMUSG00000041975","2","gene"
"ENSMUSG00000041977","3","gene"
"ENSMUSG00000041984","3","gene"
"ENSMUSG00000041986","9","gene"
"ENSMUSG00000041991","3","gene"
"ENSMUSG00000041992","12","gene"
"ENSMUSG00000041995","13","gene"
"ENSMUSG00000041997","2","gene"
"ENSMUSG00000042002","5","gene"
"ENSMUSG00000042010","5","gene"
"ENSMUSG00000042015","13","gene"
"ENSMUSG00000042029","12","gene"
"ENSMUSG00000042031","3","gene"
"ENSMUSG00000042032","11","gene"
"ENSMUSG00000042035","3","gene"
"ENSMUSG00000042041","19","gene"
"ENSMUSG00000042042","6","gene"
"ENSMUSG00000042043","13","gene"
"ENSMUSG00000042045","9","gene"
"ENSMUSG00000042046","1","gene"
"ENSMUSG00000042050","12","gene"
"ENSMUSG00000042055","7","gene"
"ENSMUSG00000042063","12","gene"
"ENSMUSG00000042064","2","gene"
"ENSMUSG00000042066","1","gene"
"ENSMUSG00000042073","9","gene"
"ENSMUSG00000042078","5","gene"
"ENSMUSG00000042079","6","gene"
"ENSMUSG00000042082","13","gene"
"ENSMUSG00000042087","6","gene"
"ENSMUSG00000042092","3","gene"
"ENSMUSG00000042096","5","gene"
"ENSMUSG00000042097","6","gene"
"ENSMUSG00000042099","17","gene"
"ENSMUSG00000042102","13","gene"
"ENSMUSG00000042104","14","gene"
"ENSMUSG00000042105","7","gene"
"ENSMUSG00000042106","9","gene"
"ENSMUSG00000042109","15","gene"
"ENSMUSG00000042111","1","gene"
"ENSMUSG00000042115","1","gene"
"ENSMUSG00000042116","4","gene"
"ENSMUSG00000042118","13","gene"
"ENSMUSG00000042121","5","gene"
"ENSMUSG00000042124","3","gene"
"ENSMUSG00000042129","6","gene"
"ENSMUSG00000042133","2","gene"
"ENSMUSG00000042138","9","gene"
"ENSMUSG00000042148","11","gene"
"ENSMUSG00000042155","2","gene"
"ENSMUSG00000042156","14","gene"
"ENSMUSG00000042157","3","gene"
"ENSMUSG00000042165","3","gene"
"ENSMUSG00000042167","13","gene"
"ENSMUSG00000042178","7","gene"
"ENSMUSG00000042179","19","gene"
"ENSMUSG00000042182","1","gene"
"ENSMUSG00000042184","5","ncRNA_gene"
"ENSMUSG00000042185","9","gene"
"ENSMUSG00000042189","11","gene"
"ENSMUSG00000042190","5","gene"
"ENSMUSG00000042195","9","gene"
"ENSMUSG00000042197","1","gene"
"ENSMUSG00000042198","4","gene"
"ENSMUSG00000042200","11","gene"
"ENSMUSG00000042202","4","gene"
"ENSMUSG00000042203","17","gene"
"ENSMUSG00000042207","1","gene"
"ENSMUSG00000042208","11","gene"
"ENSMUSG00000042210","9","gene"
"ENSMUSG00000042211","18","gene"
"ENSMUSG00000042212","3","gene"
"ENSMUSG00000042213","6","gene"
"ENSMUSG00000042215","1","gene"
"ENSMUSG00000042216","5","gene"
"ENSMUSG00000042219","7","gene"
"ENSMUSG00000042225","X","gene"
"ENSMUSG00000042228","4","gene"
"ENSMUSG00000042229","1","gene"
"ENSMUSG00000042240","5","gene"
"ENSMUSG00000042243","13","gene"
"ENSMUSG00000042244","3","gene"
"ENSMUSG00000042246","7","gene"
"ENSMUSG00000042248","19","gene"
"ENSMUSG00000042249","5","gene"
"ENSMUSG00000042250","3","gene"
"ENSMUSG00000042251","1","gene"
"ENSMUSG00000042254","9","gene"
"ENSMUSG00000042256","17","gene"
"ENSMUSG00000042258","13","gene"
"ENSMUSG00000042262","9","gene"
"ENSMUSG00000042265","17","gene"
"ENSMUSG00000042268","1","gene"
"ENSMUSG00000042269","8","gene"
"ENSMUSG00000042271","X","gene"
"ENSMUSG00000042272","2","gene"
"ENSMUSG00000042275","13","gene"
"ENSMUSG00000042279","6","gene"
"ENSMUSG00000042282","X","gene"
"ENSMUSG00000042284","13","gene"
"ENSMUSG00000042286","14","gene"
"ENSMUSG00000042289","7","gene"
"ENSMUSG00000042292","15","gene"
"ENSMUSG00000042293","9","gene"
"ENSMUSG00000042298","11","gene"
"ENSMUSG00000042302","11","gene"
"ENSMUSG00000042303","15","gene"
"ENSMUSG00000042305","1","gene"
"ENSMUSG00000042306","3","gene"
"ENSMUSG00000042308","7","gene"
"ENSMUSG00000042312","3","gene"
"ENSMUSG00000042320","12","gene"
"ENSMUSG00000042323","14","gene"
"ENSMUSG00000042328","5","gene"
"ENSMUSG00000042331","11","gene"
"ENSMUSG00000042333","4","gene"
"ENSMUSG00000042340","7","gene"
"ENSMUSG00000042345","17","gene"
"ENSMUSG00000042348","13","gene"
"ENSMUSG00000042349","1","gene"
"ENSMUSG00000042350","12","gene"
"ENSMUSG00000042351","15","gene"
"ENSMUSG00000042353","8","gene"
"ENSMUSG00000042354","14","gene"
"ENSMUSG00000042357","4","gene"
"ENSMUSG00000042359","2","gene"
"ENSMUSG00000042360","9","ncRNA_gene"
"ENSMUSG00000042363","11","gene"
"ENSMUSG00000042364","13","gene"
"ENSMUSG00000042367","4","gene"
"ENSMUSG00000042369","2","gene"
"ENSMUSG00000042371","11","gene"
"ENSMUSG00000042372","19","gene"
"ENSMUSG00000042377","11","gene"
"ENSMUSG00000042379","13","gene"
"ENSMUSG00000042380","4","gene"
"ENSMUSG00000042385","13","gene"
"ENSMUSG00000042386","X","gene"
"ENSMUSG00000042388","4","gene"
"ENSMUSG00000042389","6","gene"
"ENSMUSG00000042390","3","gene"
"ENSMUSG00000042396","9","gene"
"ENSMUSG00000042401","19","gene"
"ENSMUSG00000042404","3","gene"
"ENSMUSG00000042406","15","gene"
"ENSMUSG00000042408","4","gene"
"ENSMUSG00000042410","2","gene"
"ENSMUSG00000042414","1","gene"
"ENSMUSG00000042417","13","gene"
"ENSMUSG00000042419","17","gene"
"ENSMUSG00000042423","7","gene"
"ENSMUSG00000042425","X","gene"
"ENSMUSG00000042426","13","gene"
"ENSMUSG00000042428","15","gene"
"ENSMUSG00000042429","1","gene"
"ENSMUSG00000042433","X","gene"
"ENSMUSG00000042436","11","gene"
"ENSMUSG00000042439","18","gene"
"ENSMUSG00000042444","9","gene"
"ENSMUSG00000042446","4","gene"
"ENSMUSG00000042447","6","gene"
"ENSMUSG00000042448","2","gene"
"ENSMUSG00000042451","1","gene"
"ENSMUSG00000042453","5","gene"
"ENSMUSG00000042459","2","gene"
"ENSMUSG00000042460","6","gene"
"ENSMUSG00000042462","7","gene"
"ENSMUSG00000042472","12","gene"
"ENSMUSG00000042473","X","gene"
"ENSMUSG00000042474","1","gene"
"ENSMUSG00000042476","5","gene"
"ENSMUSG00000042477","4","gene"
"ENSMUSG00000042485","14","gene"
"ENSMUSG00000042487","9","gene"
"ENSMUSG00000042489","4","gene"
"ENSMUSG00000042492","7","gene"
"ENSMUSG00000042496","9","gene"
"ENSMUSG00000042498","X","gene"
"ENSMUSG00000042499","2","gene"
"ENSMUSG00000042500","4","gene"
"ENSMUSG00000042501","1","gene"
"ENSMUSG00000042502","7","gene"
"ENSMUSG00000042505","6","gene"
"ENSMUSG00000042506","11","gene"
"ENSMUSG00000042507","12","gene"
"ENSMUSG00000042508","5","gene"
"ENSMUSG00000042510","1","gene"
"ENSMUSG00000042514","18","gene"
"ENSMUSG00000042515","X","gene"
"ENSMUSG00000042520","3","gene"
"ENSMUSG00000042523","12","gene"
"ENSMUSG00000042524","15","gene"
"ENSMUSG00000042525","X","gene"
"ENSMUSG00000042529","11","gene"
"ENSMUSG00000042532","19","gene"
"ENSMUSG00000042535","15","gene"
"ENSMUSG00000042540","12","gene"
"ENSMUSG00000042541","6","gene"
"ENSMUSG00000042548","2","gene"
"ENSMUSG00000042549","11","ncRNA_gene"
"ENSMUSG00000042554","1","gene"
"ENSMUSG00000042557","9","gene"
"ENSMUSG00000042558","4","gene"
"ENSMUSG00000042564","15","gene"
"ENSMUSG00000042567","14","gene"
"ENSMUSG00000042569","11","gene"
"ENSMUSG00000042570","10","gene"
"ENSMUSG00000042572","3","gene"
"ENSMUSG00000042579","3","ncRNA_gene"
"ENSMUSG00000042581","1","gene"
"ENSMUSG00000042589","5","gene"
"ENSMUSG00000042590","13","gene"
"ENSMUSG00000042594","5","gene"
"ENSMUSG00000042595","X","gene"
"ENSMUSG00000042596","1","gene"
"ENSMUSG00000042599","6","gene"
"ENSMUSG00000042604","2","gene"
"ENSMUSG00000042605","5","gene"
"ENSMUSG00000042606","7","gene"
"ENSMUSG00000042607","6","gene"
"ENSMUSG00000042608","4","gene"
"ENSMUSG00000042613","3","gene"
"ENSMUSG00000042616","4","gene"
"ENSMUSG00000042622","15","gene"
"ENSMUSG00000042625","17","gene"
"ENSMUSG00000042626","3","gene"
"ENSMUSG00000042628","12","gene"
"ENSMUSG00000042631","2","gene"
"ENSMUSG00000042632","15","gene"
"ENSMUSG00000042638","6","gene"
"ENSMUSG00000042641","1","gene"
"ENSMUSG00000042642","3","gene"
"ENSMUSG00000042644","17","gene"
"ENSMUSG00000042647","5","gene"
"ENSMUSG00000042650","11","gene"
"ENSMUSG00000042655","13","gene"
"ENSMUSG00000042659","7","gene"
"ENSMUSG00000042660","18","gene"
"ENSMUSG00000042662","2","gene"
"ENSMUSG00000042670","2","gene"
"ENSMUSG00000042671","1","gene"
"ENSMUSG00000042672","3","gene"
"ENSMUSG00000042675","7","gene"
"ENSMUSG00000042677","4","gene"
"ENSMUSG00000042678","11","gene"
"ENSMUSG00000042680","18","gene"
"ENSMUSG00000042682","14","gene"
"ENSMUSG00000042684","1","gene"
"ENSMUSG00000042686","1","gene"
"ENSMUSG00000042688","9","gene"
"ENSMUSG00000042694","19","gene"
"ENSMUSG00000042699","1","gene"
